Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK06,OUT049,1803.5985
DRE37,OUT017,2885.685
FDV56,OUT046,1572.4454
FDY43,OUT017,2472.6604
FDV35,OUT013,2924.158
FDF05,OUT019,1006.20807
FDA36,OUT035,2859.6968
FDS13,OUT027,4917.2114
FDU47,OUT013,2261.8225
FDI36,OUT010,538.72546
FDH48,OUT046,1369.2017
FDZ14,OUT013,1909.949
FDS46,OUT013,2338.6318
FDE21,OUT017,2037.9424
FDA26,OUT049,4782.0996
FDV12,OUT046,1522.6158
FDL46,OUT019,398.793
FDN57,OUT013,2104.9312
NCJ18,OUT017,1971.472
FDO36,OUT045,3372.2114
FDX55,OUT018,2183.2305
FDT25,OUT019,371.69403
FDD16,OUT049,1220.8967
NCX18,OUT013,2735.379
NCG55,OUT018,1624.1648
NCV18,OUT049,1736.8312
NCS18,OUT035,1766.1758
FDC37,OUT045,1726.2635
FDE47,OUT046,1635.1956
DRG49,OUT019,680.94446
FDC39,OUT049,3966.3
FDH24,OUT019,454.3082
FDV39,OUT027,4670.194
NCL17,OUT045,2132.6494
NCY53,OUT035,2086.043
FDH52,OUT013,989.36755
NCD19,OUT018,770.6059
FDI44,OUT046,1173.7802
DRD49,OUT027,5915.7085
FDN08,OUT035,2094.5176
FDO20,OUT027,6867.7075
FDY02,OUT046,3414.535
FDX23,OUT045,1268.0066
FDX01,OUT017,1967.088
FDH20,OUT027,2814.3945
NCX41,OUT017,4057.8975
FDD21,OUT027,3320.651
DRH11,OUT019,238.4155
DRE60,OUT018,5077.3228
FDB10,OUT013,3048.1035
FDH38,OUT013,1863.7556
NCL07,OUT018,385.1237
FDD48,OUT046,2111.5332
NCT54,OUT027,2695.2466
FDF32,OUT027,5898.9814
DRH51,OUT045,1230.8545
DRG03,OUT035,2397.4705
NCY42,OUT019,221.59537
FDH32,OUT017,1705.562
NCJ06,OUT027,2634.0674
FDH47,OUT027,3079.46
FDZ08,OUT018,969.7118
FDK16,OUT017,1897.3551
DRG01,OUT018,934.05206
NCM53,OUT027,2627.3274
NCB07,OUT035,2754.6223
NCZ06,OUT035,2770.1702
FDU48,OUT049,1970.574
NCB55,OUT027,1994.01
FDP15,OUT013,4797.7554
FDF17,OUT046,3421.5823
NCN06,OUT049,3096.352
DRM48,OUT018,436.17703
FDH10,OUT046,1804.4309
FDC60,OUT018,1727.0077
FDE35,OUT018,541.00006
DRI23,OUT013,2366.5054
NCR38,OUT013,3266.1199
FDP04,OUT035,842.53107
NCW17,OUT045,2455.8801
FDX34,OUT017,2331.8423
NCK53,OUT045,1681.8762
NCO54,OUT010,75.29104
NCH55,OUT046,1709.2333
FDT44,OUT027,3822.0242
DRG49,OUT046,5313.142
FDX46,OUT010,321.89777
DRG36,OUT049,3685.6997
FDU37,OUT049,1559.3898
FDK10,OUT049,1844.9069
DRF37,OUT027,7756.754
FDC44,OUT035,2005.8867
FDP15,OUT046,4307.1533
FDZ27,OUT027,1133.9758
FDY22,OUT019,338.27643
DRG51,OUT035,3201.1187
FDN58,OUT045,3762.6692
FDW01,OUT049,2377.397
FDX24,OUT018,1322.7424
FDO51,OUT017,633.2055
FDJ52,OUT027,3691.1235
NCY06,OUT010,313.23276
FDE20,OUT018,2572.726
FDT23,OUT010,337.03207
FDQ51,OUT046,683.7205
FDE35,OUT046,912.76355
FDB46,OUT013,2919.1624
NCG19,OUT035,3534.8843
NCL06,OUT018,2861.3362
FDT36,OUT019,82.662636
FDC56,OUT049,2232.1885
FDJ26,OUT049,3146.5898
FDZ59,OUT017,2784.5308
FDV11,OUT027,4640.6143
FDR13,OUT010,309.1754
FDI15,OUT018,3199.6636
FDF47,OUT018,3044.5486
NCB54,OUT019,250.65341
NCK19,OUT027,6177.3296
FDX16,OUT017,2712.17
FDL50,OUT045,1877.8303
NCE31,OUT035,574.9309
DRJ01,OUT049,1882.6702
FDE22,OUT013,2357.4377
FDY20,OUT019,279.34854
NCO14,OUT045,475.58017
NCR50,OUT017,2697.5642
DRM47,OUT017,3071.6907
FDO27,OUT010,317.66605
FDJ20,OUT027,2901.8564
NCX17,OUT013,3298.7778
FDG59,OUT049,565.4395
FDD52,OUT045,1475.2273
FDO48,OUT017,4428.9556
FDC59,OUT019,214.45555
FDS15,OUT018,1484.6299
FDB47,OUT035,3571.1501
FDV14,OUT019,269.33823
FDB27,OUT013,3612.2236
FDA35,OUT035,2003.8989
FDN51,OUT018,4791.7383
FDO39,OUT019,595.5886
FDB28,OUT049,3069.6748
DRJ25,OUT046,753.81726
FDH46,OUT027,2781.9517
FDI10,OUT045,2644.2527
FDU21,OUT018,332.64005
FDD09,OUT049,3009.3418
FDD10,OUT046,1974.8641
FDN31,OUT010,166.6241
FDA46,OUT018,2822.6558
FDM56,OUT046,1347.6793
FDF11,OUT010,226.08633
FDS32,OUT018,1582.102
NCM06,OUT013,2366.1306
FDZ26,OUT045,3621.739
FDO01,OUT013,2076.7195
FDJ46,OUT049,2998.779
FDG26,OUT019,490.35013
FDZ38,OUT035,4173.509
NCO55,OUT013,1870.9866
FDT60,OUT035,2092.423
FDW37,OUT049,1306.27
NCK42,OUT018,2999.3513
FDA45,OUT046,2030.9332
FDW55,OUT018,4730.1914
FDY44,OUT017,3274.8281
FDQ31,OUT017,1474.6132
FDM09,OUT049,2639.1057
FDH12,OUT018,1546.2618
NCQ43,OUT035,1707.6453
FDT33,OUT035,3225.0132
NCT41,OUT018,1958.5653
DRJ25,OUT010,109.2486
NCQ41,OUT046,3469.588
NCN17,OUT049,1482.8348
DRO35,OUT027,2678.5625
FDU27,OUT018,630.0251
FDY43,OUT027,5122.5264
FDG46,OUT035,2146.1904
DRL49,OUT018,1046.4744
NCB55,OUT049,1051.7412
FDK28,OUT049,6638.1265
FDO49,OUT045,448.8836
FDT03,OUT013,1396.7532
FDW33,OUT027,3608.2102
FDR02,OUT035,2086.5684
FDF50,OUT013,2428.799
FDA40,OUT018,1060.5588
NCT53,OUT018,3036.6702
FDY60,OUT035,2301.7554
FDP44,OUT027,2619.9736
NCQ50,OUT045,4593.067
NCC30,OUT017,3042.8425
FDQ60,OUT018,1938.7274
FDG41,OUT046,1613.6409
FDQ03,OUT046,2997.9033
FDM03,OUT045,1814.9767
FDZ51,OUT018,1179.3209
DRF51,OUT035,726.33435
FDF39,OUT017,4317.943
FDW52,OUT035,3096.3884
FDY22,OUT049,2977.7751
FDG14,OUT013,2417.3904
FDA57,OUT017,629.97174
FDL45,OUT019,293.8694
FDX28,OUT046,1427.8484
NCQ54,OUT013,3198.2712
FDH40,OUT045,1162.8135
FDU52,OUT035,2441.4104
FDT60,OUT010,302.46976
FDK08,OUT045,1615.7217
FDN04,OUT049,2642.7688
FDE50,OUT013,3211.2168
FDI16,OUT049,824.68146
FDM50,OUT049,919.54694
NCV30,OUT049,1066.1702
FDT44,OUT013,1776.9291
FDY60,OUT013,2534.2317
FDT56,OUT017,955.7066
FDV58,OUT018,2452.1223
FDU04,OUT013,1779.228
NCN05,OUT027,5113.498
FDI53,OUT018,1885.8395
FDD34,OUT046,2333.3628
FDW47,OUT027,3726.8535
FDT51,OUT027,2391.501
FDO27,OUT013,1686.7192
NCQ18,OUT018,1374.4205
NCW05,OUT013,2147.508
FDI15,OUT010,2774.2136
NCH43,OUT010,0.0
FDT40,OUT049,1726.4397
NCG19,OUT017,3258.7673
NCM30,OUT035,595.6881
FDB38,OUT017,3194.0183
FDB22,OUT046,2367.7095
FDC58,OUT046,627.01117
NCI29,OUT013,1809.4847
FDA23,OUT010,310.50665
DRG48,OUT013,2331.3093
FDV21,OUT013,2264.5789
NCG18,OUT019,228.15202
FDG40,OUT045,514.6114
FDU24,OUT018,1339.3584
FDA22,OUT049,3412.9475
FDY35,OUT046,1053.9374
FDJ15,OUT045,2799.522
NCW18,OUT018,2905.2334
FDK56,OUT018,3183.8757
FDF44,OUT046,2441.3687
FDP51,OUT049,2251.846
FDU22,OUT027,3397.7737
FDM28,OUT017,2782.279
NCL42,OUT046,4228.891
FDJ15,OUT019,856.77795
FDI32,OUT018,1747.8306
DRL11,OUT046,2619.7625
DRO59,OUT018,858.07465
FDA07,OUT019,303.0349
NCO53,OUT013,2242.4749
FDO21,OUT045,3510.315
FDW39,OUT045,3067.3367
NCV17,OUT013,2592.1282
FDE22,OUT046,2363.473
NCB06,OUT018,2462.2092
DRF48,OUT017,2814.5789
FDB05,OUT013,4151.1304
FDP28,OUT027,7074.0522
FDP23,OUT046,3542.9646
NCS41,OUT018,3009.989
FDS40,OUT018,431.52274
FDA16,OUT017,4308.989
FDN20,OUT035,3236.7878
FDF04,OUT027,6632.6753
DRG36,OUT018,2260.7778
FDW16,OUT018,1363.7906
FDU09,OUT017,1010.8591
FDW01,OUT046,2328.1519
FDB15,OUT045,6201.0635
NCJ17,OUT049,1272.7953
NCT18,OUT018,2982.8176
FDG16,OUT018,2969.546
FDP27,OUT017,3550.5208
FDQ44,OUT027,3611.9814
FDL50,OUT027,4059.7134
FDW57,OUT027,4233.8804
FDS34,OUT013,1686.4915
NCV30,OUT035,1161.0006
FDD26,OUT018,2499.1208
FDA03,OUT045,2157.602
FDS27,OUT018,2570.776
FDM12,OUT013,2889.8315
NCV42,OUT027,2517.5444
NCS41,OUT046,3417.6338
FDN56,OUT018,1527.9
DRK59,OUT046,3537.224
NCG18,OUT046,1662.6372
NCN26,OUT017,1973.4672
FDI60,OUT027,1720.4192
NCI43,OUT049,864.56354
NCL17,OUT049,2231.841
FDQ19,OUT019,0.0
FDY43,OUT049,3084.6445
FDR36,OUT049,721.5018
FDJ58,OUT049,2967.3835
DRY23,OUT045,675.2552
FDK26,OUT027,4380.7637
DRH03,OUT045,1451.8473
FDC10,OUT010,448.4209
FDD23,OUT013,3338.2751
FDP32,OUT045,1938.6764
FDO31,OUT035,1441.5095
FDQ57,OUT013,2603.525
FDX32,OUT027,3256.5957
FDC39,OUT027,6548.9854
FDU55,OUT046,4600.873
FDL45,OUT013,2394.789
DRK37,OUT049,4845.1836
FDK22,OUT013,2535.248
DRG37,OUT027,3707.1304
FDK22,OUT017,3285.3987
DRH36,OUT018,833.38806
DRC36,OUT018,2340.6335
DRE03,OUT027,1014.6011
FDF34,OUT046,2397.153
FDZ22,OUT046,1368.9432
FDC44,OUT010,214.78197
FDN31,OUT027,5198.177
FDO03,OUT017,5012.0757
FDA01,OUT049,853.29004
NCH42,OUT049,5236.4795
FDF46,OUT018,1572.6958
DRL35,OUT046,798.17755
FDW46,OUT049,1008.69403
FDB58,OUT046,2339.9
FDD47,OUT018,2792.3542
NCO17,OUT045,1682.77
FDJ26,OUT017,5468.278
FDU37,OUT045,1560.4946
